filename,prediction
000.tiff_0_0.tiff,3
000.tiff_0_128.tiff,3
000.tiff_128_0.tiff,3
000.tiff_128_128.tiff,3
001.tiff_0_0.tiff,4
001.tiff_0_128.tiff,4
001.tiff_128_0.tiff,4
001.tiff_128_128.tiff,4
002.tiff_0_0.tiff,1
002.tiff_0_128.tiff,1
002.tiff_128_0.tiff,1
002.tiff_128_128.tiff,1
003.tiff_0_0.tiff,1
003.tiff_0_128.tiff,1
003.tiff_128_0.tiff,1
003.tiff_128_128.tiff,1
004.tiff_0_0.tiff,3
004.tiff_0_128.tiff,3
004.tiff_128_0.tiff,3
004.tiff_128_128.tiff,3
005.tiff_0_0.tiff,3
005.tiff_0_128.tiff,3
005.tiff_128_0.tiff,3
005.tiff_128_128.tiff,3
006.tiff_0_0.tiff,3
006.tiff_0_128.tiff,3
006.tiff_128_0.tiff,3
006.tiff_128_128.tiff,3
007.tiff_0_0.tiff,1
007.tiff_0_128.tiff,1
007.tiff_128_0.tiff,1
007.tiff_128_128.tiff,1
008.tiff_0_0.tiff,1
008.tiff_0_128.tiff,1
008.tiff_128_0.tiff,1
008.tiff_128_128.tiff,1
009.tiff_0_0.tiff,3
009.tiff_0_128.tiff,3
009.tiff_128_0.tiff,3
009.tiff_128_128.tiff,3
010.tiff_0_0.tiff,2
010.tiff_0_128.tiff,2
010.tiff_128_0.tiff,2
010.tiff_128_128.tiff,2
011.tiff_0_0.tiff,3
011.tiff_0_128.tiff,3
011.tiff_128_0.tiff,3
011.tiff_128_128.tiff,3
012.tiff_0_0.tiff,3
012.tiff_0_128.tiff,3
012.tiff_128_0.tiff,3
012.tiff_128_128.tiff,3
013.tiff_0_0.tiff,3
013.tiff_0_128.tiff,3
013.tiff_128_0.tiff,3
013.tiff_128_128.tiff,3
014.tiff_0_0.tiff,3
014.tiff_0_128.tiff,3
014.tiff_128_0.tiff,3
014.tiff_128_128.tiff,3
015.tiff_0_0.tiff,1
015.tiff_0_128.tiff,1
015.tiff_128_0.tiff,1
015.tiff_128_128.tiff,1
016.tiff_0_0.tiff,3
016.tiff_0_128.tiff,3
016.tiff_128_0.tiff,3
016.tiff_128_128.tiff,3
017.tiff_0_0.tiff,3
017.tiff_0_128.tiff,3
017.tiff_128_0.tiff,3
017.tiff_128_128.tiff,3
018.tiff_0_0.tiff,3
018.tiff_0_128.tiff,3
018.tiff_128_0.tiff,3
018.tiff_128_128.tiff,3
019.tiff_0_0.tiff,4
019.tiff_0_128.tiff,4
019.tiff_128_0.tiff,4
019.tiff_128_128.tiff,4
020.tiff_0_0.tiff,3
020.tiff_0_128.tiff,3
020.tiff_128_0.tiff,3
020.tiff_128_128.tiff,3
021.tiff_0_0.tiff,3
021.tiff_0_128.tiff,3
021.tiff_128_0.tiff,3
021.tiff_128_128.tiff,3
022.tiff_0_0.tiff,3
022.tiff_0_128.tiff,3
022.tiff_128_0.tiff,3
022.tiff_128_128.tiff,3
023.tiff_0_0.tiff,3
023.tiff_0_128.tiff,3
023.tiff_128_0.tiff,3
023.tiff_128_128.tiff,3
024.tiff_0_0.tiff,2
024.tiff_0_128.tiff,2
024.tiff_128_0.tiff,2
024.tiff_128_128.tiff,2
025.tiff_0_0.tiff,3
025.tiff_0_128.tiff,3
025.tiff_128_0.tiff,3
025.tiff_128_128.tiff,3
026.tiff_0_0.tiff,3
026.tiff_0_128.tiff,3
026.tiff_128_0.tiff,3
026.tiff_128_128.tiff,3
027.tiff_0_0.tiff,1
027.tiff_0_128.tiff,1
027.tiff_128_0.tiff,1
027.tiff_128_128.tiff,1
028.tiff_0_0.tiff,1
028.tiff_0_128.tiff,1
028.tiff_128_0.tiff,1
028.tiff_128_128.tiff,1
029.tiff_0_0.tiff,1
029.tiff_0_128.tiff,1
029.tiff_128_0.tiff,1
029.tiff_128_128.tiff,1
030.tiff_0_0.tiff,1
030.tiff_0_128.tiff,1
030.tiff_128_0.tiff,1
030.tiff_128_128.tiff,1
031.tiff_0_0.tiff,3
031.tiff_0_128.tiff,3
031.tiff_128_0.tiff,3
031.tiff_128_128.tiff,3
032.tiff_0_0.tiff,2
032.tiff_0_128.tiff,2
032.tiff_128_0.tiff,2
032.tiff_128_128.tiff,2
033.tiff_0_0.tiff,1
033.tiff_0_128.tiff,1
033.tiff_128_0.tiff,1
033.tiff_128_128.tiff,1
034.tiff_0_0.tiff,3
034.tiff_0_128.tiff,3
034.tiff_128_0.tiff,3
034.tiff_128_128.tiff,3
035.tiff_0_0.tiff,3
035.tiff_0_128.tiff,3
035.tiff_128_0.tiff,3
035.tiff_128_128.tiff,3
036.tiff_0_0.tiff,3
036.tiff_0_128.tiff,3
036.tiff_128_0.tiff,3
036.tiff_128_128.tiff,3
037.tiff_0_0.tiff,2
037.tiff_0_128.tiff,2
037.tiff_128_0.tiff,2
037.tiff_128_128.tiff,2
038.tiff_0_0.tiff,3
038.tiff_0_128.tiff,3
038.tiff_128_0.tiff,3
038.tiff_128_128.tiff,3
039.tiff_0_0.tiff,3
039.tiff_0_128.tiff,3
039.tiff_128_0.tiff,3
039.tiff_128_128.tiff,3
040.tiff_0_0.tiff,1
040.tiff_0_128.tiff,1
040.tiff_128_0.tiff,1
040.tiff_128_128.tiff,1
041.tiff_0_0.tiff,1
041.tiff_0_128.tiff,1
041.tiff_128_0.tiff,1
041.tiff_128_128.tiff,1
042.tiff_0_0.tiff,1
042.tiff_0_128.tiff,1
042.tiff_128_0.tiff,1
042.tiff_128_128.tiff,1
043.tiff_0_0.tiff,3
043.tiff_0_128.tiff,3
043.tiff_128_0.tiff,3
043.tiff_128_128.tiff,3
044.tiff_0_0.tiff,3
044.tiff_0_128.tiff,3
044.tiff_128_0.tiff,3
044.tiff_128_128.tiff,3
045.tiff_0_0.tiff,3
045.tiff_0_128.tiff,3
045.tiff_128_0.tiff,3
045.tiff_128_128.tiff,3
046.tiff_0_0.tiff,2
046.tiff_0_128.tiff,2
046.tiff_128_0.tiff,2
046.tiff_128_128.tiff,2
047.tiff_0_0.tiff,4
047.tiff_0_128.tiff,4
047.tiff_128_0.tiff,4
047.tiff_128_128.tiff,4
048.tiff_0_0.tiff,3
048.tiff_0_128.tiff,3
048.tiff_128_0.tiff,3
048.tiff_128_128.tiff,3
049.tiff_0_0.tiff,5
049.tiff_0_128.tiff,5
049.tiff_128_0.tiff,5
049.tiff_128_128.tiff,5
050.tiff_0_0.tiff,4
050.tiff_0_128.tiff,4
050.tiff_128_0.tiff,4
050.tiff_128_128.tiff,4
051.tiff_0_0.tiff,3
051.tiff_0_128.tiff,3
051.tiff_128_0.tiff,3
051.tiff_128_128.tiff,3
052.tiff_0_0.tiff,3
052.tiff_0_128.tiff,3
052.tiff_128_0.tiff,3
052.tiff_128_128.tiff,3
053.tiff_0_0.tiff,3
053.tiff_0_128.tiff,3
053.tiff_128_0.tiff,3
053.tiff_128_128.tiff,3
054.tiff_0_0.tiff,3
054.tiff_0_128.tiff,3
054.tiff_128_0.tiff,3
054.tiff_128_128.tiff,3
055.tiff_0_0.tiff,3
055.tiff_0_128.tiff,3
055.tiff_128_0.tiff,3
055.tiff_128_128.tiff,3
056.tiff_0_0.tiff,1
056.tiff_0_128.tiff,1
056.tiff_128_0.tiff,1
056.tiff_128_128.tiff,1
057.tiff_0_0.tiff,3
057.tiff_0_128.tiff,3
057.tiff_128_0.tiff,3
057.tiff_128_128.tiff,3
058.tiff_0_0.tiff,3
058.tiff_0_128.tiff,3
058.tiff_128_0.tiff,3
058.tiff_128_128.tiff,3
059.tiff_0_0.tiff,3
059.tiff_0_128.tiff,3
059.tiff_128_0.tiff,3
059.tiff_128_128.tiff,3
060.tiff_0_0.tiff,1
060.tiff_0_128.tiff,1
060.tiff_128_0.tiff,1
060.tiff_128_128.tiff,1
061.tiff_0_0.tiff,3
061.tiff_0_128.tiff,3
061.tiff_128_0.tiff,3
061.tiff_128_128.tiff,3
062.tiff_0_0.tiff,1
062.tiff_0_128.tiff,1
062.tiff_128_0.tiff,1
062.tiff_128_128.tiff,1
063.tiff_0_0.tiff,1
063.tiff_0_128.tiff,1
063.tiff_128_0.tiff,1
063.tiff_128_128.tiff,1
064.tiff_0_0.tiff,2
064.tiff_0_128.tiff,2
064.tiff_128_0.tiff,2
064.tiff_128_128.tiff,2
065.tiff_0_0.tiff,1
065.tiff_0_128.tiff,1
065.tiff_128_0.tiff,1
065.tiff_128_128.tiff,1
066.tiff_0_0.tiff,1
066.tiff_0_128.tiff,1
066.tiff_128_0.tiff,1
066.tiff_128_128.tiff,1
067.tiff_0_0.tiff,4
067.tiff_0_128.tiff,4
067.tiff_128_0.tiff,4
067.tiff_128_128.tiff,4
068.tiff_0_0.tiff,4
068.tiff_0_128.tiff,4
068.tiff_128_0.tiff,4
068.tiff_128_128.tiff,4
069.tiff_0_0.tiff,3
069.tiff_0_128.tiff,3
069.tiff_128_0.tiff,3
069.tiff_128_128.tiff,3
070.tiff_0_0.tiff,4
070.tiff_0_128.tiff,4
070.tiff_128_0.tiff,4
070.tiff_128_128.tiff,4
071.tiff_0_0.tiff,4
071.tiff_0_128.tiff,4
071.tiff_128_0.tiff,4
071.tiff_128_128.tiff,4
072.tiff_0_0.tiff,3
072.tiff_0_128.tiff,3
072.tiff_128_0.tiff,3
072.tiff_128_128.tiff,3
073.tiff_0_0.tiff,2
073.tiff_0_128.tiff,2
073.tiff_128_0.tiff,2
073.tiff_128_128.tiff,2
074.tiff_0_0.tiff,2
074.tiff_0_128.tiff,2
074.tiff_128_0.tiff,2
074.tiff_128_128.tiff,2
075.tiff_0_0.tiff,2
075.tiff_0_128.tiff,2
075.tiff_128_0.tiff,2
075.tiff_128_128.tiff,2
076.tiff_0_0.tiff,4
076.tiff_0_128.tiff,4
076.tiff_128_0.tiff,4
076.tiff_128_128.tiff,4
077.tiff_0_0.tiff,4
077.tiff_0_128.tiff,4
077.tiff_128_0.tiff,4
077.tiff_128_128.tiff,4
078.tiff_0_0.tiff,3
078.tiff_0_128.tiff,3
078.tiff_128_0.tiff,3
078.tiff_128_128.tiff,3
079.tiff_0_0.tiff,1
079.tiff_0_128.tiff,1
079.tiff_128_0.tiff,1
079.tiff_128_128.tiff,1
080.tiff_0_0.tiff,1
080.tiff_0_128.tiff,1
080.tiff_128_0.tiff,1
080.tiff_128_128.tiff,1
081.tiff_0_0.tiff,1
081.tiff_0_128.tiff,1
081.tiff_128_0.tiff,1
081.tiff_128_128.tiff,1
082.tiff_0_0.tiff,1
082.tiff_0_128.tiff,1
082.tiff_128_0.tiff,1
082.tiff_128_128.tiff,1
083.tiff_0_0.tiff,3
083.tiff_0_128.tiff,3
083.tiff_128_0.tiff,3
083.tiff_128_128.tiff,3
084.tiff_0_0.tiff,3
084.tiff_0_128.tiff,3
084.tiff_128_0.tiff,3
084.tiff_128_128.tiff,3
085.tiff_0_0.tiff,3
085.tiff_0_128.tiff,3
085.tiff_128_0.tiff,3
085.tiff_128_128.tiff,3
086.tiff_0_0.tiff,3
086.tiff_0_128.tiff,3
086.tiff_128_0.tiff,3
086.tiff_128_128.tiff,3
087.tiff_0_0.tiff,3
087.tiff_0_128.tiff,3
087.tiff_128_0.tiff,3
087.tiff_128_128.tiff,3
088.tiff_0_0.tiff,3
088.tiff_0_128.tiff,3
088.tiff_128_0.tiff,3
088.tiff_128_128.tiff,3
089.tiff_0_0.tiff,3
089.tiff_0_128.tiff,3
089.tiff_128_0.tiff,3
089.tiff_128_128.tiff,3
090.tiff_0_0.tiff,3
090.tiff_0_128.tiff,3
090.tiff_128_0.tiff,3
090.tiff_128_128.tiff,3
091.tiff_0_0.tiff,3
091.tiff_0_128.tiff,3
091.tiff_128_0.tiff,3
091.tiff_128_128.tiff,3
092.tiff_0_0.tiff,1
092.tiff_0_128.tiff,1
092.tiff_128_0.tiff,1
092.tiff_128_128.tiff,1
093.tiff_0_0.tiff,1
093.tiff_0_128.tiff,1
093.tiff_128_0.tiff,1
093.tiff_128_128.tiff,1
094.tiff_0_0.tiff,3
094.tiff_0_128.tiff,3
094.tiff_128_0.tiff,3
094.tiff_128_128.tiff,3
095.tiff_0_0.tiff,3
095.tiff_0_128.tiff,3
095.tiff_128_0.tiff,3
095.tiff_128_128.tiff,3
096.tiff_0_0.tiff,3
096.tiff_0_128.tiff,3
096.tiff_128_0.tiff,3
096.tiff_128_128.tiff,3
097.tiff_0_0.tiff,2
097.tiff_0_128.tiff,2
097.tiff_128_0.tiff,2
097.tiff_128_128.tiff,2
098.tiff_0_0.tiff,3
098.tiff_0_128.tiff,3
098.tiff_128_0.tiff,3
098.tiff_128_128.tiff,3
099.tiff_0_0.tiff,3
099.tiff_0_128.tiff,3
099.tiff_128_0.tiff,3
099.tiff_128_128.tiff,3
100.tiff_0_0.tiff,4
100.tiff_0_128.tiff,4
100.tiff_128_0.tiff,4
100.tiff_128_128.tiff,4
101.tiff_0_0.tiff,3
101.tiff_0_128.tiff,3
101.tiff_128_0.tiff,3
101.tiff_128_128.tiff,3
102.tiff_0_0.tiff,4
102.tiff_0_128.tiff,4
102.tiff_128_0.tiff,4
102.tiff_128_128.tiff,4
103.tiff_0_0.tiff,3
103.tiff_0_128.tiff,3
103.tiff_128_0.tiff,3
103.tiff_128_128.tiff,3
104.tiff_0_0.tiff,4
104.tiff_0_128.tiff,4
104.tiff_128_0.tiff,4
104.tiff_128_128.tiff,4
105.tiff_0_0.tiff,2
105.tiff_0_128.tiff,2
105.tiff_128_0.tiff,2
105.tiff_128_128.tiff,2
106.tiff_0_0.tiff,1
106.tiff_0_128.tiff,1
106.tiff_128_0.tiff,1
106.tiff_128_128.tiff,1
107.tiff_0_0.tiff,3
107.tiff_0_128.tiff,3
107.tiff_128_0.tiff,3
107.tiff_128_128.tiff,3
108.tiff_0_0.tiff,1
108.tiff_0_128.tiff,1
108.tiff_128_0.tiff,1
108.tiff_128_128.tiff,1
109.tiff_0_0.tiff,2
109.tiff_0_128.tiff,2
109.tiff_128_0.tiff,2
109.tiff_128_128.tiff,2
110.tiff_0_0.tiff,3
110.tiff_0_128.tiff,3
110.tiff_128_0.tiff,3
110.tiff_128_128.tiff,3
111.tiff_0_0.tiff,1
111.tiff_0_128.tiff,1
111.tiff_128_0.tiff,1
111.tiff_128_128.tiff,1
112.tiff_0_0.tiff,3
112.tiff_128_0.tiff,3
113.tiff_0_0.tiff,1
113.tiff_0_128.tiff,1
113.tiff_128_0.tiff,1
113.tiff_128_128.tiff,1
114.tiff_0_0.tiff,3
114.tiff_0_128.tiff,3
114.tiff_128_0.tiff,3
114.tiff_128_128.tiff,3
115.tiff_0_0.tiff,1
115.tiff_0_128.tiff,1
115.tiff_128_0.tiff,1
115.tiff_128_128.tiff,1
116.tiff_0_0.tiff,4
116.tiff_0_128.tiff,4
116.tiff_128_0.tiff,4
116.tiff_128_128.tiff,4
117.tiff_0_0.tiff,3
117.tiff_0_128.tiff,3
117.tiff_128_0.tiff,3
117.tiff_128_128.tiff,3
118.tiff_0_0.tiff,3
118.tiff_0_128.tiff,3
118.tiff_128_0.tiff,3
118.tiff_128_128.tiff,3
119.tiff_0_0.tiff,3
119.tiff_0_128.tiff,3
119.tiff_128_0.tiff,3
119.tiff_128_128.tiff,3
120.tiff_0_0.tiff,2
120.tiff_0_128.tiff,2
120.tiff_128_0.tiff,2
120.tiff_128_128.tiff,2
121.tiff_0_0.tiff,2
121.tiff_0_128.tiff,2
121.tiff_128_0.tiff,2
121.tiff_128_128.tiff,2
122.tiff_0_0.tiff,4
122.tiff_0_128.tiff,4
122.tiff_128_0.tiff,4
122.tiff_128_128.tiff,4
123.tiff_0_0.tiff,3
123.tiff_0_128.tiff,3
123.tiff_128_0.tiff,3
123.tiff_128_128.tiff,3
124.tiff_0_0.tiff,4
124.tiff_0_128.tiff,4
124.tiff_128_0.tiff,4
124.tiff_128_128.tiff,4
125.tiff_0_0.tiff,3
125.tiff_0_128.tiff,3
125.tiff_128_0.tiff,3
125.tiff_128_128.tiff,3
126.tiff_0_0.tiff,3
126.tiff_0_128.tiff,3
126.tiff_128_0.tiff,3
126.tiff_128_128.tiff,3
127.tiff_0_0.tiff,4
127.tiff_0_128.tiff,4
127.tiff_128_0.tiff,4
127.tiff_128_128.tiff,4
128.tiff_0_0.tiff,3
128.tiff_0_128.tiff,3
128.tiff_128_0.tiff,3
128.tiff_128_128.tiff,3
129.tiff_0_0.tiff,3
129.tiff_0_128.tiff,3
129.tiff_128_0.tiff,3
129.tiff_128_128.tiff,3
130.tiff_0_0.tiff,4
130.tiff_0_128.tiff,4
130.tiff_128_0.tiff,4
130.tiff_128_128.tiff,4
131.tiff_0_0.tiff,3
131.tiff_0_128.tiff,3
131.tiff_128_0.tiff,3
131.tiff_128_128.tiff,3
132.tiff_0_0.tiff,3
132.tiff_0_128.tiff,3
132.tiff_128_0.tiff,3
132.tiff_128_128.tiff,3
133.tiff_0_0.tiff,3
133.tiff_0_128.tiff,3
133.tiff_128_0.tiff,3
133.tiff_128_128.tiff,3
134.tiff_0_0.tiff,3
134.tiff_0_128.tiff,3
134.tiff_128_0.tiff,3
134.tiff_128_128.tiff,3
135.tiff_0_0.tiff,3
135.tiff_0_128.tiff,3
135.tiff_128_0.tiff,3
135.tiff_128_128.tiff,3
